epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.03127959743142128,0.017040185630321503,0.049579651074028036,0.6252258832323118,0.045022036685486176,0.716459090326974
